tig00000001:1-2546901	NC_017094.1	93.632	3031	175	15	2335564	2338587	1072181	1069162	0.0	4512
tig00000001:1-2546901	NC_017094.1	93.632	3031	175	15	2267538	2270561	1069162	1072181	0.0	4512
tig00000001:1-2546901	NC_017094.1	93.599	3031	176	15	2335564	2338587	1063572	1060553	0.0	4506
tig00000001:1-2546901	NC_017094.1	93.599	3031	176	15	2267538	2270561	1060553	1063572	0.0	4506
tig00000001:1-2546901	NC_017094.1	93.599	3031	176	15	2335564	2338587	1219015	1215996	0.0	4506
tig00000001:1-2546901	NC_017094.1	93.599	3031	176	15	2267538	2270561	1215996	1219015	0.0	4506
tig00000001:1-2546901	NC_017094.1	78.444	7005	1408	87	1982656	1989620	2484274	2491216	0.0	4477
tig00000001:1-2546901	NC_017094.1	75.092	7046	1518	185	1762130	1769074	1297745	1304654	0.0	3070
tig00000001:1-2546901	NC_017094.1	92.995	1813	111	15	2338694	2340501	1060380	1058579	0.0	2630
tig00000001:1-2546901	NC_017094.1	92.995	1813	111	15	2338694	2340501	1215823	1214022	0.0	2630
tig00000001:1-2546901	NC_017094.1	92.995	1813	110	16	2265625	2267431	1058579	1060380	0.0	2628
tig00000001:1-2546901	NC_017094.1	92.995	1813	110	16	2265625	2267431	1214022	1215823	0.0	2628
tig00000001:1-2546901	NC_017094.1	92.940	1813	112	15	2338694	2340501	1068989	1067188	0.0	2625
tig00000001:1-2546901	NC_017094.1	92.940	1813	111	16	2265625	2267431	1067188	1068989	0.0	2623
tig00000001:1-2546901	NC_017094.1	94.816	1389	72	0	1208250	1209638	2022218	2023606	0.0	2167
tig00000001:1-2546901	NC_017094.1	94.813	1388	72	0	1722080	1723467	2022219	2023606	0.0	2165
tig00000001:1-2546901	NC_017094.1	94.813	1388	72	0	487570	488957	2023606	2022219	0.0	2165
tig00000001:1-2546901	NC_017094.1	86.954	1671	193	15	315855	317514	1297331	1298987	0.0	1855
tig00000001:1-2546901	NC_017094.1	98.017	1059	21	0	296004	297062	17723	18781	0.0	1840
tig00000001:1-2546901	NC_017094.1	90.445	1392	131	2	1208249	1209639	1445229	1446619	0.0	1832
tig00000001:1-2546901	NC_017094.1	90.452	1393	130	3	1722082	1723473	1445233	1446623	0.0	1832
tig00000001:1-2546901	NC_017094.1	90.483	1387	130	2	487570	488955	1319911	1321296	0.0	1829
tig00000001:1-2546901	NC_017094.1	90.483	1387	130	2	1722082	1723467	1321296	1319911	0.0	1829
tig00000001:1-2546901	NC_017094.1	90.483	1387	130	2	1208253	1209638	1321296	1319911	0.0	1829
tig00000001:1-2546901	NC_017094.1	90.483	1387	130	2	487570	488955	1446618	1445233	0.0	1829
tig00000001:1-2546901	NC_017094.1	89.884	1295	129	2	1318892	1320186	2262788	2264080	0.0	1664
tig00000001:1-2546901	NC_017094.1	86.000	1400	173	13	77541	78922	78312	79706	0.0	1478
tig00000001:1-2546901	NC_017094.1	77.750	2391	507	22	417736	420112	1961093	1963472	0.0	1445
tig00000001:1-2546901	NC_017094.1	75.015	3262	735	61	1989706	1992933	2491326	2494541	0.0	1435
tig00000001:1-2546901	NC_017094.1	86.171	1251	164	9	77532	78778	1339672	1340917	0.0	1343
tig00000001:1-2546901	NC_017094.1	74.819	2760	655	35	2271541	2274280	1073236	1075975	0.0	1210
tig00000001:1-2546901	NC_017094.1	78.284	1713	358	13	1799799	1801504	1480287	1478582	0.0	1090
tig00000001:1-2546901	NC_017094.1	73.463	2992	733	55	981118	984077	230648	233610	0.0	1070
tig00000001:1-2546901	NC_017094.1	78.547	1459	266	37	781538	782967	1606301	1604861	0.0	917
tig00000001:1-2546901	NC_017094.1	78.117	1476	300	19	2503869	2505331	853601	852136	0.0	915
tig00000001:1-2546901	NC_017094.1	78.237	1475	273	38	781523	782968	1394061	1395516	0.0	902
tig00000001:1-2546901	NC_017094.1	78.155	1474	274	38	781523	782967	66686	68140	0.0	894
tig00000001:1-2546901	NC_017094.1	78.273	1459	269	38	781538	782967	146919	145480	0.0	894
tig00000001:1-2546901	NC_017094.1	78.087	1474	275	38	781523	782967	1056846	1058300	0.0	889
tig00000001:1-2546901	NC_017094.1	84.240	882	125	7	38626	39504	1306383	1305513	0.0	846
tig00000001:1-2546901	NC_017094.1	76.424	1527	340	18	1680014	1681530	1544324	1542808	0.0	808
tig00000001:1-2546901	NC_017094.1	74.655	1811	430	26	788568	790365	2526860	2528654	0.0	774
tig00000001:1-2546901	NC_017094.1	74.362	1880	422	46	869741	871590	58865	60714	0.0	747
tig00000001:1-2546901	NC_017094.1	72.529	2013	504	40	1468353	1470344	1770083	1768099	3.86e-171	608
